Date Event Generated,Instrument Type,Installed Product ID,System Name,Event Description,Component,Error ID,Source of Event,Location,Status,Exp Date,Closed Reason
wed jul 13 2022 08:55:07 gmt+0000,akta avant 25,28930842-1909832,akta avant 25,user datagram protocol checksum error.,eis.icu_1,25.0,vid service log,"cambridge, united kingdom",closed,2023-04-30t00:00:00.000z,no action required
wed jul 13 2022 08:54:48 gmt+0000,akta avant 25,28930842-1909832,akta avant 25,user datagram protocol checksum error.,eis.icu_1,25.0,vid service log,"cambridge, united kingdom",closed,2023-04-30t00:00:00.000z,no action required
tue jul 12 2022 22:12:13 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 21:21:32 gmt+0000,akta avant 150,28976337-2663574,19-5071,client: no connection could be made. target machine refused it,nan,nan,client log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jul 12 2022 20:44:48 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 20:02:01 gmt+0000,akta pure 150 m,29046694-1917678,akta pure 150,pump head is blocked or there is an error in the pump.,eis.pump_2,51.0,vid service log,"malvern, united states of america",closed,2023-03-11t00:00:00.000z,customer resolved on own
tue jul 12 2022 18:55:15 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 17:55:57 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 16:47:24 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 05:30:05 gmt+0000,akta avant 25,28930842-1521342,avant,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 05:30:05 gmt+0000,akta avant 25,28930842-1521342,avant,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 04:58:36 gmt+0000,akta avant 25,28930842-1521342,avant,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 02:50:23 gmt+0000,akta avant 25,28930842-1521342,avant,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 12 2022 02:19:13 gmt+0000,akta avant 25,28930842-1521342,avant,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jul 11 2022 21:33:24 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jul 11 2022 13:23:57 gmt+0000,akta avant 25,28930842-1909832,akta avant 25,an alarmed hatch was opened.,eis.frac_16,23.0,system audit trail,"cambridge, united kingdom",closed,2023-04-30t00:00:00.000z,no action required
fri jul 08 2022 21:27:25 gmt+0000,akta avant 25,28930842-2626667,avant 3,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
fri jul 08 2022 21:17:47 gmt+0000,akta avant 25,28930842-2626667,avant 3,drop hold failed to run.,eis.frac_15,61.0,vid service log,"bryan, united states of america",closed,2024-07-19t00:00:00.000z,no action required
fri jul 08 2022 17:56:42 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
fri jul 08 2022 17:54:30 gmt+0000,akta avant 150,28976337-2663574,19-5071,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jul 08 2022 17:52:55 gmt+0000,akta avant 150,28976337-2663574,19-5071,error during fraction collector sync of the y-axis.,eis.frac_15,31.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jul 08 2022 14:35:22 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
fri jul 08 2022 04:36:44 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jul 08 2022 02:53:37 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop sync sensor failed to detect a drop.,eis.frac_15,73.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jul 08 2022 02:23:33 gmt+0000,akta avant 25,28930842-2720136,19-7003,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 07 2022 22:14:08 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 07 2022 21:18:30 gmt+0000,akta avant 25,28930842-2720136,19-7003,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 07 2022 21:18:30 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop sync sensor failed to detect a drop.,eis.frac_15,73.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 07 2022 20:46:30 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 07 2022 20:46:19 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 07 2022 20:27:26 gmt+0000,akta pure 150l,29046665-2440368,akta_pure_2440368,freaq is blocked due to open hatch signals.,eis.frac_15,54.0,system audit trail,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,no action required
thu jul 07 2022 20:27:26 gmt+0000,akta pure 150l,29046665-2440368,akta_pure_2440368,an alarmed hatch was opened.,eis.frac_16,23.0,system audit trail,"buffalo, united states of america",closed,2026-12-22t00:00:00.000z,no action required
thu jul 07 2022 20:14:48 gmt+0000,akta avant 25,28930842-2720136,19-7003,no drops detected during drop sync.,eis.frac_15,52.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 07 2022 19:42:12 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 07 2022 19:11:02 gmt+0000,akta avant 25,28930842-2720136,19-7003,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 07 2022 17:19:58 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
thu jul 07 2022 14:07:12 gmt+0000,akta avant 25,28930842-1837474,19-5059,fraction collector is blocked or internal fault in the fraction collector. power off the instrument and check for obstruction inside the fraction collector. power on the instrument and try again.,eis.frac_15,21.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
thu jul 07 2022 13:59:31 gmt+0000,akta pure 150 l,29046665-2173176,akta pure 03,drop sync calibration failure.,eis.frac_15,53.0,system audit trail,"cambridge, united kingdom",closed,2023-04-30t00:00:00.000z,no action required
wed jul 06 2022 13:53:21 gmt+0000,akta avant 25,28930842-1837474,19-5059,only one of the codes was read properly during the detection process. the system will work ok but check the cassette before you use it the next time.,eis.frac_15,46.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,customer resolved on own
tue jul 05 2022 22:17:27 gmt+0000,akta avant 25,28930842-1837474,19-5059,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jul 05 2022 22:11:27 gmt+0000,akta avant 25,28930842-1837474,19-5059,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
tue jul 05 2022 19:32:04 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 05 2022 18:00:53 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 05 2022 17:26:12 gmt+0000,akta avant 25,28930842-2814045,avant 5,the module has high cpu load.,eis.pump_2,5.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
tue jul 05 2022 17:22:41 gmt+0000,akta avant 25,28930842-2814045,avant 5,the module has high cpu load.,eis.pump_2,4.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
tue jul 05 2022 16:48:50 gmt+0000,akta avant 25,28930842-1521342,avant,high absorption. no light through cell. check solution absorption and that the cell is fitted correctly.,eis.uv_7,36.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
tue jul 05 2022 16:36:24 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
mon jul 04 2022 21:03:41 gmt+0000,akta avant 25,28930842-1837474,19-5059,accumulator mode is now running without drop hold.,eis.frac_15,70.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
mon jul 04 2022 20:50:28 gmt+0000,akta avant 25,28930842-1837474,19-5059,drop hold failed to run.,eis.frac_15,61.0,vid service log,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jul 01 2022 22:30:15 gmt+0000,akta avant 25,28930842-2814045,avant 5,the module has high cpu load.,eis.pump_2,4.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
fri jul 01 2022 22:30:13 gmt+0000,akta avant 25,28930842-2814045,avant 5,the module has high cpu load.,eis.pump_2,5.0,vid service log,"bryan, united states of america",closed,2024-12-13t00:00:00.000z,no action required
fri jul 01 2022 21:35:07 gmt+0000,akta avant 25,28930842-1521342,avant,hatch drawer has been in a not valid position for a longer duration. open or close the hatch again. contact service if this doesn’t solve the problem.,eis.frac_16,27.0,vid service log,"bryan, united states of america",closed,2024-02-16t00:00:00.000z,no action required
fri jul 01 2022 20:54:56 gmt+0000,akta avant 25,28930842-2719230,19-7012,no asset data received for over 1 hour,nan,nan,connectivity,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
fri jul 01 2022 20:54:54 gmt+0000,akta avant 25,28930842-1837474,19-5059,no asset data received for over 1 hour,nan,nan,connectivity,"gaithersburg, united states of america",closed,2024-06-30t00:00:00.000z,no action required
